game,number_of_game_type,game_type,round,agent,seed,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities,value_function,interception_point
4,1,Pursuers: 3 vs Evaders: 3,42,adversary_2,9398,"[0.0, 0.0, 0.8975009918212891, 0.4200214147567749, -0.4742789566516876, -0.7048618793487549, -4.13695764541626, -0.011448793113231659, -2.9606332778930664, 0.2239626944065094, -0.5647141933441162, -1.6398738622665405, -1.2845395803451538, -0.8705093264579773, -0.802093505859375, 0.0, 2.013547828028095e-06, -1.2695782061200589e-05, -0.0, 0.0]","[0.0, -1.0, -0.8414957486409335, 0.0, 0.0]",,,,"[0.0, 0.0]","[0.8975009918212891, 0.4200214147567749]","[0.84957093, 4.1369734, 2.9690924, 1.7343842, 1.5517179]","[-2.1630797, -3.1388252, 3.0660896, -1.9024417, -2.5460029]",[],[],"[-0.802093505859375, 0.0, 2.013547828028095e-06, -1.2695782061200589e-05, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,42,agent_0,9398,"[-0.802093505859375, 0.0, -2.0631322860717773, 0.6439841389656067, 2.486354112625122, -0.9288246035575867, -1.1763242483139038, -0.23541149497032166, 2.9606332778930664, -0.2239626944065094, 2.39591908454895, -1.8638365268707275, 1.6760936975479126, -1.094472050666809, 2.013547828028095e-06, -1.2695782061200589e-05, -0.0, 0.0]","[0.0, 1.0, 0.49058428846410257, 0.0, 0.0]",,,,"[-0.802093505859375, 0.0]","[-2.0631322860717773, 0.6439841389656067]","[2.65418, 1.1996489, 2.9690924, 3.035509, 2.001789]","[-0.35751542, -2.9440773, -0.07550309, -0.66113263, -0.5784741]",[],[],"[2.013547828028095e-06, -1.2695782061200589e-05, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,42,agent_1,9398,"[2.013547828028095e-06, -1.2695782061200589e-05, 0.33278679847717285, -1.2198524475097656, 0.09043524414300919, 0.9350119829177856, -3.5722432136535645, 1.628425121307373, 0.5647141933441162, 1.6398738622665405, -2.39591908454895, 1.8638365268707275, -0.7198253273963928, 0.7693645358085632, -0.802093505859375, 0.0, -0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[2.013547828028095e-06, -1.2695782061200589e-05]","[0.33278679847717285, -1.2198524475097656]","[0.9393753, 3.9259, 1.7343842, 3.035509, 1.0535988]","[1.4743754, 2.7138803, 1.2391509, 2.48046, 2.3229408]",[],[],"[-0.802093505859375, 0.0, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,42,agent_2,9398,"[-0.0, 0.0, -0.38703855872154236, -0.4504879117012024, 0.8102605938911438, 0.16564743220806122, -2.8524179458618164, 0.859060525894165, 1.2845395803451538, 0.8705093264579773, -1.6760936975479126, 1.094472050666809, 0.7198253273963928, -0.7693645358085632, -0.802093505859375, 0.0, 2.013547828028095e-06, -1.2695782061200589e-05]","[0.0, -1.0, -0.9703768628415625, 0.0, 0.0]",0.0,False,False,"[-0.0, 0.0]","[-0.38703855872154236, -0.4504879117012024]","[0.8270195, 2.9789717, 1.5517179, 2.001789, 1.0535988]","[0.20165849, 2.8490636, 0.5955899, 2.5631185, -0.8186518]",[],[],"[-0.802093505859375, 0.0, 2.013547828028095e-06, -1.2695782061200589e-05]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",[nan nan]
4,1,Pursuers: 3 vs Evaders: 3,43,adversary_0,9398,"[5.569394488702528e-06, 9.521836545900442e-06, 0.42322278022766113, -0.2848392128944397, -3.7467730045318604, 0.6934118270874023, 0.47427821159362793, 0.7048606276512146, -2.5665643215179443, 0.9288233518600464, -0.09043578803539276, -0.9350144863128662, -0.8102613091468811, -0.1656486988067627, -0.8053364157676697, 0.0, 1.5101608141776524e-06, -9.521836545900442e-06, -0.0, 0.0]","[0.0, -1.0, -0.30044363389356854, 0.0, 0.0]",,,,"[5.569394488702528e-06, 9.521836545900442e-06]","[0.42322278022766113, -0.2848392128944397]","[3.8103974, 0.8495695, 2.7294624, 0.93937784, 0.82702047]","[2.958594, 0.9785127, 2.7943616, -1.6672177, -2.9399328]",[],[],"[-0.8053364157676697, 0.0, 1.5101608141776524e-06, -9.521836545900442e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,43,adversary_1,9398,"[-0.8423987030982971, -0.0, -3.323550224304199, 0.40857261419296265, 3.7467730045318604, -0.6934118270874023, 4.221051216125488, 0.011448793113231659, 1.1802088022232056, 0.23541149497032166, 3.656337261199951, -1.6284263134002686, 2.936511754989624, -0.859060525894165, -0.8053364157676697, 0.0, 1.5101608141776524e-06, -9.521836545900442e-06, -0.0, 0.0]","[0.0, 1.0, 0.2934188742648275, 0.0, 0.0]",,,,"[-0.8423987030982971, -0.0]","[-3.323550224304199, 0.40857261419296265]","[3.8103974, 4.221067, 1.2034581, 4.002571, 3.0595891]","[-0.18299855, 0.0027123035, 0.19688201, -0.41899773, -0.28460297]",[],[],"[-0.8053364157676697, 0.0, 1.5101608141776524e-06, -9.521836545900442e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,43,adversary_2,9398,"[0.0, 0.0, 0.8975009918212891, 0.4200214147567749, -0.47427821159362793, -0.7048606276512146, -4.221051216125488, -0.011448793113231659, -3.0408425331115723, 0.2239626944065094, -0.5647140145301819, -1.6398751735687256, -1.2845395803451538, -0.8705093264579773, -0.8053364157676697, 0.0, 1.5101608141776524e-06, -9.521836545900442e-06, -0.0, 0.0]","[0.0, -1.0, -0.8414957486409335, 0.0, 0.0]",,,,"[0.0, 0.0]","[0.8975009918212891, 0.4200214147567749]","[0.8495695, 4.221067, 3.049079, 1.7343854, 1.5517179]","[-2.16308, -3.1388803, 3.068074, -1.9024414, -2.5460029]",[],[],"[-0.8053364157676697, 0.0, 1.5101608141776524e-06, -9.521836545900442e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,43,agent_0,9398,"[-0.8053364157676697, 0.0, -2.143341541290283, 0.6439841389656067, 2.5665643215179443, -0.9288233518600464, -1.1802088022232056, -0.23541149497032166, 3.0408425331115723, -0.2239626944065094, 2.476128578186035, -1.8638378381729126, 1.7563029527664185, -1.094472050666809, 1.5101608141776524e-06, -9.521836545900442e-06, -0.0, 0.0]","[0.0, 1.0, 0.4890314571080453, 0.0, 0.0]",,,,"[-0.8053364157676697, 0.0]","[-2.143341541290283, 0.6439841389656067]","[2.7294624, 1.2034581, 3.049079, 3.0992103, 2.0694127]","[-0.34723097, -2.9447107, -0.07351878, -0.64524126, -0.55728096]",[],[],"[1.5101608141776524e-06, -9.521836545900442e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,43,agent_1,9398,"[1.5101608141776524e-06, -9.521836545900442e-06, 0.3327869772911072, -1.2198537588119507, 0.09043578803539276, 0.9350144863128662, -3.656337261199951, 1.6284263134002686, 0.5647140145301819, 1.6398751735687256, -2.476128578186035, 1.8638378381729126, -0.7198255658149719, 0.7693657875061035, -0.8053364157676697, 0.0, -0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[1.5101608141776524e-06, -9.521836545900442e-06]","[0.3327869772911072, -1.2198537588119507]","[0.93937784, 4.002571, 1.7343854, 3.0992103, 1.0535998]","[1.474375, 2.722595, 1.2391512, 2.4963515, 2.3229403]",[],[],"[-0.8053364157676697, 0.0, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,43,agent_2,9398,"[-0.0, 0.0, -0.38703855872154236, -0.4504879117012024, 0.8102613091468811, 0.1656486988067627, -2.936511754989624, 0.859060525894165, 1.2845395803451538, 0.8705093264579773, -1.7563029527664185, 1.094472050666809, 0.7198255658149719, -0.7693657875061035, -0.8053364157676697, 0.0, 1.5101608141776524e-06, -9.521836545900442e-06]","[0.0, -1.0, -0.9703784038577759, 0.0, 0.0]",0.0,False,False,"[-0.0, 0.0]","[-0.38703855872154236, -0.4504879117012024]","[0.82702047, 3.0595891, 1.5517179, 2.0694127, 1.0535998]","[0.2016598, 2.8569896, 0.5955899, 2.5843117, -0.8186524]",[],[],"[-0.8053364157676697, 0.0, 1.5101608141776524e-06, -9.521836545900442e-06]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",[nan nan]
4,1,Pursuers: 3 vs Evaders: 3,44,adversary_0,9398,"[4.177045866526896e-06, 7.141377864172682e-06, 0.4232233464717865, -0.2848382592201233, -3.8310134410858154, 0.6934108734130859, 0.47427767515182495, 0.7048596739768982, -2.6470985412597656, 0.92882239818573, -0.09043619781732559, -0.935016393661499, -0.8102619051933289, -0.1656496524810791, -0.8083897233009338, 0.0, 1.1326205822115298e-06, -7.141377864172682e-06, -0.0, 0.0]","[0.0, -1.0, -0.3004450926766051, 0.0, 0.0]",,,,"[4.177045866526896e-06, 7.141377864172682e-06]","[0.4232233464717865, -0.2848382592201233]","[3.8932612, 0.8495684, 2.8053238, 0.93937975, 0.8270213]","[2.9625318, 0.97851264, 2.8041313, -1.6672179, -2.9399319]",[],[],"[-0.8083897233009338, 0.0, 1.1326205822115298e-06, -7.141377864172682e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,44,adversary_1,9398,"[-0.843773365020752, -0.0, -3.407790184020996, 0.40857261419296265, 3.8310134410858154, -0.6934108734130859, 4.305291175842285, 0.011448793113231659, 1.1839150190353394, 0.23541149497032166, 3.740577220916748, -1.628427267074585, 3.020751714706421, -0.859060525894165, -0.8083897233009338, 0.0, 1.1326205822115298e-06, -7.141377864172682e-06, -0.0, 0.0]","[0.0, 1.0, 0.29253532231879675, 0.0, 0.0]",,,,"[-0.843773365020752, -0.0]","[-3.407790184020996, 0.40857261419296265]","[3.8932612, 4.3053064, 1.2070929, 4.079668, 3.1405294]","[-0.17906074, 0.0026592333, 0.19628137, -0.410597, -0.2770715]",[],[],"[-0.8083897233009338, 0.0, 1.1326205822115298e-06, -7.141377864172682e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,44,adversary_2,9398,"[0.0, 0.0, 0.8975009918212891, 0.4200214147567749, -0.47427767515182495, -0.7048596739768982, -4.305291175842285, -0.011448793113231659, -3.1213762760162354, 0.2239626944065094, -0.5647138357162476, -1.639876127243042, -1.2845395803451538, -0.8705093264579773, -0.8083897233009338, 0.0, 1.1326205822115298e-06, -7.141377864172682e-06, -0.0, 0.0]","[0.0, -1.0, -0.8414957486409335, 0.0, 0.0]",,,,"[0.0, 0.0]","[0.8975009918212891, 0.4200214147567749]","[0.8495684, 4.3053064, 3.1294007, 1.7343862, 1.5517179]","[-2.16308, -3.1389334, 3.0699642, -1.9024411, -2.5460029]",[],[],"[-0.8083897233009338, 0.0, 1.1326205822115298e-06, -7.141377864172682e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,44,agent_0,9398,"[-0.8083897233009338, 0.0, -2.2238752841949463, 0.6439841389656067, 2.6470985412597656, -0.92882239818573, -1.1839150190353394, -0.23541149497032166, 3.1213762760162354, -0.2239626944065094, 2.5566623210906982, -1.863838791847229, 1.8368366956710815, -1.094472050666809, 1.1326205822115298e-06, -7.141377864172682e-06, -0.0, 0.0]","[0.0, 1.0, 0.4875588705313274, 0.0, 0.0]",,,,"[-0.8083897233009338, 0.0]","[-2.2238752841949463, 0.6439841389656067]","[2.8053238, 1.2070929, 3.1294007, 3.1639245, 2.1381857]","[-0.3374614, -2.9453113, -0.07162851, -0.62993324, -0.5373596]",[],[],"[1.1326205822115298e-06, -7.141377864172682e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,44,agent_1,9398,"[1.1326205822115298e-06, -7.141377864172682e-06, 0.3327871263027191, -1.219854712486267, 0.09043619781732559, 0.935016393661499, -3.740577220916748, 1.628427267074585, 0.5647138357162476, 1.639876127243042, -2.5566623210906982, 1.863838791847229, -0.7198256850242615, 0.7693667411804199, -0.8083897233009338, 0.0, -0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[1.1326205822115298e-06, -7.141377864172682e-06]","[0.3327871263027191, -1.219854712486267]","[0.93937975, 4.079668, 1.7343862, 3.1639245, 1.0536007]","[1.4743748, 2.7309957, 1.2391515, 2.5116594, 2.3229396]",[],[],"[-0.8083897233009338, 0.0, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,44,agent_2,9398,"[-0.0, 0.0, -0.38703855872154236, -0.4504879117012024, 0.8102619051933289, 0.1656496524810791, -3.020751714706421, 0.859060525894165, 1.2845395803451538, 0.8705093264579773, -1.8368366956710815, 1.094472050666809, 0.7198256850242615, -0.7693667411804199, -0.8083897233009338, 0.0, 1.1326205822115298e-06, -7.141377864172682e-06]","[0.0, -1.0, -0.9703795473705801, 0.0, 0.0]",0.0,False,False,"[-0.0, 0.0]","[-0.38703855872154236, -0.4504879117012024]","[0.8270213, 3.1405294, 1.5517179, 2.1381857, 1.0536007]","[0.20166078, 2.8645213, 0.5955899, 2.604233, -0.8186529]",[],[],"[-0.8083897233009338, 0.0, 1.1326205822115298e-06, -7.141377864172682e-06]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",[nan nan]
4,1,Pursuers: 3 vs Evaders: 3,45,adversary_0,9398,"[3.1327842862083344e-06, 5.356033398129512e-06, 0.4232237637042999, -0.284837543964386, -3.915391206741333, 0.6934101581573486, 0.4742772579193115, 0.7048589587211609, -2.727937936782837, 0.9288216829299927, -0.09043649584054947, -0.9350178241729736, -0.8102623224258423, -0.1656503677368164, -0.8112687468528748, 0.0, 8.494654935020662e-07, -5.356033398129512e-06, -0.0, 0.0]","[0.0, -1.0, -0.3004461894138088, 0.0, 0.0]",,,,"[3.1327842862083344e-06, 5.356033398129512e-06]","[0.4232237637042999, -0.284837543964386]","[3.9763181, 0.84956753, 2.881728, 0.93938124, 0.82702184]","[2.9663115, 0.9785126, 2.8134196, -1.6672181, -2.9399312]",[],[],"[-0.8112687468528748, 0.0, 8.494654935020662e-07, -5.356033398129512e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,45,adversary_1,9398,"[-0.845069408416748, -0.0, -3.4921674728393555, 0.40857261419296265, 3.915391206741333, -0.6934101581573486, 4.3896684646606445, 0.011448793113231659, 1.1874533891677856, 0.23541149497032166, 3.8249547481536865, -1.6284279823303223, 3.1051290035247803, -0.859060525894165, -0.8112687468528748, 0.0, 8.494654935020662e-07, -5.356033398129512e-06, -0.0, 0.0]","[0.0, 1.0, 0.29169663814167823, 0.0, 0.0]",,,,"[-0.845069408416748, -0.0]","[-3.4921674728393555, 0.40857261419296265]","[3.9763181, 4.3896837, 1.2105635, 4.1571693, 3.2217712]","[-0.17528115, 0.0026081183, 0.19571137, -0.40249544, -0.2699075]",[],[],"[-0.8112687468528748, 0.0, 8.494654935020662e-07, -5.356033398129512e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,45,adversary_2,9398,"[0.0, 0.0, 0.8975009918212891, 0.4200214147567749, -0.4742772579193115, -0.7048589587211609, -4.3896684646606445, -0.011448793113231659, -3.2022151947021484, 0.2239626944065094, -0.5647137761116028, -1.6398768424987793, -1.2845395803451538, -0.8705093264579773, -0.8112687468528748, 0.0, 8.494654935020662e-07, -5.356033398129512e-06, -0.0, 0.0]","[0.0, -1.0, -0.8414957486409335, 0.0, 0.0]",,,,"[0.0, 0.0]","[0.8975009918212891, 0.4200214147567749]","[0.84956753, 4.3896837, 3.2100375, 1.7343868, 1.5517179]","[-2.16308, -3.1389844, 3.0717664, -1.902441, -2.5460029]",[],[],"[-0.8112687468528748, 0.0, 8.494654935020662e-07, -5.356033398129512e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,45,agent_0,9398,"[-0.8112687468528748, 0.0, -2.3047142028808594, 0.6439841389656067, 2.727937936782837, -0.9288216829299927, -1.1874533891677856, -0.23541149497032166, 3.2022151947021484, -0.2239626944065094, 2.6375014781951904, -1.8638395071029663, 1.9176756143569946, -1.094472050666809, 8.494654935020662e-07, -5.356033398129512e-06, -0.0, 0.0]","[0.0, 1.0, 0.4861610635694631, 0.0, 0.0]",,,,"[-0.8112687468528748, 0.0]","[-2.3047142028808594, 0.6439841389656067]","[2.881728, 1.2105635, 3.2100375, 3.2295995, 2.2080193]","[-0.3281731, -2.9458814, -0.06982622, -0.6151875, -0.51861817]",[],[],"[8.494654935020662e-07, -5.356033398129512e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,45,agent_1,9398,"[8.494654935020662e-07, -5.356033398129512e-06, 0.33278724551200867, -1.2198554277420044, 0.09043649584054947, 0.9350178241729736, -3.8249547481536865, 1.6284279823303223, 0.5647137761116028, 1.6398768424987793, -2.6375014781951904, 1.8638395071029663, -0.719825804233551, 0.7693674564361572, -0.8112687468528748, 0.0, -0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,"[8.494654935020662e-07, -5.356033398129512e-06]","[0.33278724551200867, -1.2198554277420044]","[0.93938124, 4.1571693, 1.7343868, 3.2295995, 1.0536011]","[1.4743745, 2.739097, 1.2391517, 2.526405, 2.3229394]",[],[],"[-0.8112687468528748, 0.0, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
4,1,Pursuers: 3 vs Evaders: 3,45,agent_2,9398,"[-0.0, 0.0, -0.38703855872154236, -0.4504879117012024, 0.8102623224258423, 0.1656503677368164, -3.1051290035247803, 0.859060525894165, 1.2845395803451538, 0.8705093264579773, -1.9176756143569946, 1.094472050666809, 0.719825804233551, -0.7693674564361572, -0.8112687468528748, 0.0, 8.494654935020662e-07, -5.356033398129512e-06]","[0.0, -1.0, -0.9703804070824075, 0.0, 0.0]",0.0,False,False,"[-0.0, 0.0]","[-0.38703855872154236, -0.4504879117012024]","[0.82702184, 3.2217712, 1.5517179, 2.2080193, 1.0536011]","[0.20166153, 2.8716853, 0.5955899, 2.6229744, -0.8186533]",[],[],"[-0.8112687468528748, 0.0, 8.494654935020662e-07, -5.356033398129512e-06]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",[nan nan]
4,1,Pursuers: 3 vs Evaders: 3,46,adversary_0,9398,"[2.3495883851865074e-06, 4.017024821223458e-06, 0.4232240617275238, -0.284837007522583, -3.9998984336853027, 0.6934096217155457, 0.47427693009376526, 0.7048584222793579, -2.809065103530884, 0.9288211464881897, -0.09043672680854797, -0.9350188970565796, -0.8102626204490662, -0.16565090417861938, -0.813987135887146, 0.0, 6.37099105915695e-07, -4.017024821223458e-06, -0.0, 0.0]","[0.0, -1.0, -0.3004470172693467, 0.0, 0.0]",,,,"[2.3495883851865074e-06, 4.017024821223458e-06]","[0.4232240617275238, -0.284837007522583]","[4.0595574, 0.84956694, 2.9586408, 0.9393824, 0.8270222]","[2.9699419, 0.9785125, 2.8222578, -1.6672182, -2.9399307]",[],[],"[-0.813987135887146, 0.0, 6.37099105915695e-07, -4.017024821223458e-06, -0.0, 0.0]","{(0.25314080715179443, -0.717670202255249, 0.0): 0.0, (-0.5298141241073608, 0.40857261419296265, 0.0): 0.0, (0.8975009918212891, 0.4200214147567749, 0.0): 0.0, (0.01162530854344368, 0.6439841389656067, 0.0): 0.0, (0.2641400992870331, -0.7870227694511414, 0.0): 0.0, (-0.38703855872154236, -0.4504879117012024, 0.0): 0.0}",
