game,round,agent,seed,agent_type,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities
5,47,adversary_1,3508,active,"[0.4450046122074127, -0.32160958647727966, 0.7938874959945679, -0.8127784729003906, -0.2486376166343689, 1.8235715627670288, 0.05158323794603348, 0.03964155167341232, -1.9417750835418701, -0.2775440216064453, -1.653349757194519, -0.78326416015625, -0.337162584066391, 1.2955399751663208, -0.2852659821510315, 0.2703053653240204, 0.19217580556869507, -0.09125062078237534, -2.0712921619415283, -0.7604854106903076, -1.682134747505188, -0.01511596143245697, 0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]","[0.0, 0.0, 1.0, 0.6433959156274796, 0.0]",,,,"[0.4450046122074127, -0.32160958647727966]","[0.7938874959945679, -0.8127784729003906]","[1.840444, 0.065056, 1.96151, 1.8294994, 1.3386943, 0.39299068, 0.21273978, 2.2064881, 1.6822026]","[1.7063072, 0.6552345, -2.9996212, -2.6991699, 1.8253974, 2.3831162, -0.44330862, -2.7897174, -3.1326067]",[],[],"[0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]"
5,47,adversary_2,3508,active,"[0.24606309831142426, -0.40284594893455505, 0.8454707264900208, -0.7731369137763977, -0.3002208471298218, 1.7839299440383911, -0.05158323794603348, -0.03964155167341232, -1.9933583736419678, -0.31718558073043823, -1.7049329280853271, -0.8229057192802429, -0.38874581456184387, 1.255898356437683, -0.3368492126464844, 0.23066382110118866, 0.1405925750732422, -0.13089217245578766, -2.122875452041626, -0.8001269698143005, -1.7337180376052856, -0.05475751310586929, 0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]","[0.0, 0.0, 1.0, 1.0, 0.0]",,,,"[0.24606309831142426, -0.40284594893455505]","[0.8454707264900208, -0.7731369137763977]","[1.8090159, 0.065056, 2.0184362, 1.8931376, 1.3146877, 0.4082563, 0.19209121, 2.2686567, 1.7345825]","[1.7375258, -2.4863582, -2.9837945, -2.6919117, 1.8709787, 2.5411623, -0.74968237, -2.781151, -3.1100192]",[],[],"[0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]"
5,47,adversary_3,3508,active,"[0.01561968307942152, -0.23874390125274658, -1.1478875875473022, -1.090322494506836, 1.693137526512146, 2.1011154651641846, 1.9417750835418701, 0.2775440216064453, 1.9933583736419678, 0.31718558073043823, 0.28842538595199585, -0.5057201385498047, 1.6046125888824463, 1.5730839967727661, 1.6565091609954834, 0.5478494167327881, 2.13395094871521, 0.18629340827465057, -0.12951703369617462, -0.4829413592815399, 0.2596403658390045, 0.26242807507514954, 0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]","[0.0, 0.0, 1.0, 0.0, 1.0]",,,,"[0.01561968307942152, -0.23874390125274658]","[-1.1478875875473022, -1.090322494506836]","[2.6984072, 1.96151, 2.0184362, 0.5821873, 2.2470813, 1.7447525, 2.1420672, 0.500007, 0.3691634]","[0.89251184, 0.14197154, 0.15779829, -1.0524818, 0.77547663, 0.31940144, 0.087079, -1.8328146, 0.79073787]",[],[],"[0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]"
5,47,adversary_4,3508,active,"[-0.5329862236976624, -0.07612001150846481, -0.8594622611999512, -1.5960426330566406, 1.4047120809555054, 2.6068356037139893, 1.653349757194519, 0.78326416015625, 1.7049329280853271, 0.8229057192802429, -0.28842538595199585, 0.5057201385498047, 1.3161871433258057, 2.0788040161132812, 1.3680837154388428, 1.0535695552825928, 1.8455255031585693, 0.6920135617256165, -0.4179424047470093, 0.02277877740561962, -0.02878500148653984, 0.7681481838226318, 0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]","[0.0, 1.0, 0.0, 0.0, 0.08163207024335861]",,,,"[-0.5329862236976624, -0.07612001150846481]","[-0.8594622611999512, -1.5960426330566406]","[2.9612174, 1.8294994, 1.8931376, 0.5821873, 2.4604418, 1.726749, 1.9710015, 0.41856268, 0.7686873]","[1.0765483, 0.44242287, 0.44968095, 2.089111, 1.0063604, 0.6562453, 0.35874286, 3.0871444, 1.608252]",[],[],"[0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]"
5,47,agent_0,3508,non-active,"[0.07454654574394226, -0.34116458892822266, 0.4567249119281769, 0.4827615022659302, 0.0885249599814415, 0.528031587600708, 0.337162584066391, -1.2955399751663208, 0.38874581456184387, -1.255898356437683, -1.6046125888824463, -1.5730839967727661, -1.3161871433258057, -2.0788040161132812, 0.051896583288908005, -1.025234580039978, 0.5293383598327637, -1.3867905139923096, -1.734129548072815, -2.056025266647339, -1.3449721336364746, -1.310655951499939, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]","[0.0, -1.0, 0.10303224277740303, 0.0, 0.0]",,,,"[0.07454654574394226, -0.34116458892822266]","[0.4567249119281769, 0.4827615022659302]","[0.5354008, 1.3386943, 1.3146877, 2.2470813, 2.4604418, 1.0265473, 1.4843811, 2.6896925, 1.8779694]","[1.4046901, -1.3161954, -1.270614, -2.366116, -2.1352322, -1.5202203, -1.2061644, -2.2714684, -2.3691158]",[],[],"[0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]"
5,47,agent_1,3508,non-active,"[0.005170253571122885, 0.0, 0.5086215138435364, -0.5424730777740479, 0.03662837669253349, 1.553266167640686, 0.2852659821510315, -0.2703053653240204, 0.3368492126464844, -0.23066382110118866, -1.6565091609954834, -0.5478494167327881, -1.3680837154388428, -1.0535695552825928, -0.051896583288908005, 1.025234580039978, 0.47744178771972656, -0.3615559935569763, -1.786026120185852, -1.0307908058166504, -1.3968687057495117, -0.28542134165763855, 0.07454654574394226, -0.34116458892822266, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]","[0.0, -1.0, -0.024804562559657236, 0.0, 0.0]",,,,"[0.005170253571122885, 0.0]","[0.5086215138435364, -0.5424730777740479]","[1.553698, 0.39299068, 0.4082563, 1.7447525, 1.726749, 1.0265473, 0.59889346, 2.0621395, 1.4257305]","[1.5472192, -0.7584764, -0.60043037, -2.8221912, -2.4853473, 1.6213723, -0.6481426, -2.61815, -2.9400377]",[],[],"[0.07454654574394226, -0.34116458892822266, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]"
5,47,agent_2,3508,non-active,"[0.7667982578277588, 0.011782835237681866, 0.9860633015632629, -0.9040290713310242, -0.44081342220306396, 1.9148221015930176, -0.19217580556869507, 0.09125062078237534, -0.1405925750732422, 0.13089217245578766, -2.13395094871521, -0.18629340827465057, -1.8455255031585693, -0.6920135617256165, -0.5293383598327637, 1.3867905139923096, -0.47744178771972656, 0.3615559935569763, -2.263468027114868, -0.6692347526550293, -1.8743106126785278, 0.07613465934991837, 0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]","[0.0, -1.0, 0.8195849657893312, 0.0, 0.0]",,,,"[0.7667982578277588, 0.011782835237681866]","[0.9860633015632629, -0.9040290713310242]","[1.9649072, 0.21273978, 0.19209121, 2.1420672, 1.9710015, 1.4843811, 0.59889346, 2.360331, 1.8758563]","[1.7970653, 2.6982841, 2.3919103, -3.0545137, -2.7828498, 1.9354283, 2.4934502, -2.854115, 3.1009948]",[],[],"[0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, -0.32659390568733215, -0.0855783075094223, 0.9084317684173584, 0.3540857136249542]"
5,47,agent_3,3508,non-active,"[-0.32659390568733215, -0.0855783075094223, -1.2774046659469604, -1.5732638835906982, 1.8226546049118042, 2.584056854248047, 2.0712921619415283, 0.7604854106903076, 2.122875452041626, 0.8001269698143005, 0.12951703369617462, 0.4829413592815399, 0.4179424047470093, -0.02277877740561962, 1.734129548072815, 2.056025266647339, 1.786026120185852, 1.0307908058166504, 2.263468027114868, 0.6692347526550293, 0.38915741443634033, 0.7453694343566895, 0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, 0.9084317684173584, 0.3540857136249542]","[0.0, -1.0, 0.0, 0.0, 0.0]",,,,"[-0.32659390568733215, -0.0855783075094223]","[-1.2774046659469604, -1.5732638835906982]","[3.162186, 2.2064881, 2.2686567, 0.500007, 0.41856268, 2.6896925, 2.0621395, 2.360331, 0.8408443]","[0.95649135, 0.35187525, 0.36044165, 1.308778, -0.054448254, 0.8701243, 0.5234426, 0.28747764, 1.0896254]",[],[],"[0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, 0.9084317684173584, 0.3540857136249542]"
5,47,agent_4,3508,non-active,"[0.9084317684173584, 0.3540857136249542, -0.8882472515106201, -0.827894389629364, 1.4334971904754639, 1.8386874198913574, 1.682134747505188, 0.01511596143245697, 1.7337180376052856, 0.05475751310586929, -0.2596403658390045, -0.26242807507514954, 0.02878500148653984, -0.7681481838226318, 1.3449721336364746, 1.310655951499939, 1.3968687057495117, 0.28542134165763855, 1.8743106126785278, -0.07613465934991837, -0.38915741443634033, -0.7453694343566895, 0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223]","[0.0, -1.0, 0.8214486362289455, 0.0, 0.0]",0.0,False,False,"[0.9084317684173584, 0.3540857136249542]","[-0.8882472515106201, -0.827894389629364]","[2.3314557, 1.6822026, 1.7345825, 0.3691634, 0.7686873, 1.8779694, 1.4257305, 1.8758563, 0.8408443]","[0.9085997, 0.008985944, 0.03157338, -2.3508546, -1.5333406, 0.7724768, 0.20155494, -0.04059778, -2.0519671]",[],[],"[0.07454654574394226, -0.34116458892822266, 0.005170253571122885, 0.0, 0.7667982578277588, 0.011782835237681866, -0.32659390568733215, -0.0855783075094223]"
5,48,adversary_0,3508,active,"[-0.15723122656345367, -0.7704167366027832, 0.5342063307762146, 0.9480708241462708, 0.30418163537979126, -1.7930102348327637, 0.3358707129955292, -1.761492371559143, -1.6805319786071777, -2.062267780303955, -1.4469672441482544, -2.551725387573242, -0.07002674043178558, -0.4994257986545563, -0.025067787617444992, -1.4905439615249634, 0.5285367965698242, -1.850921630859375, -1.8442703485488892, -2.5298924446105957, -1.3316104412078857, -1.7405567169189453, 0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]","[0.0, 0.20828432589769363, 0.0, 1.0, 0.0]",,,,"[-0.15723122656345367, -0.7704167366027832]","[0.5342063307762146, 0.9480708241462708]","[1.8186291, 1.7932274, 2.6602888, 2.933431, 0.50431126, 1.4907548, 1.9249058, 3.130765, 2.1915119]","[-1.4027478, -1.3823841, -2.2545538, -2.086639, -1.7101027, -1.5876126, -1.2926455, -2.200716, -2.223859]",[],[],"[0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]"
5,48,adversary_1,3508,active,"[-0.039771921932697296, -0.9518280029296875, 0.8383879661560059, -0.8449394106864929, -0.30418163537979126, 1.7930102348327637, 0.03168908506631851, 0.031517915427684784, -1.9847135543823242, -0.26925745606422424, -1.7511488199234009, -0.7587152123451233, -0.37420839071273804, 1.2935844659805298, -0.32924941182136536, 0.30246633291244507, 0.22435517609119415, -0.057911381125450134, -2.148452043533325, -0.7368822693824768, -1.6357920169830322, 0.05245356634259224, 0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]","[0.0, 0.0, 1.0, 0.3748977854847908, 0.0]",,,,"[-0.039771921932697296, -0.9518280029296875]","[0.8383879661560059, -0.8449394106864929]","[1.8186291, 0.044694263, 2.0028949, 1.9084473, 1.3466227, 0.4470918, 0.23170881, 2.2713084, 1.6366328]","[1.7388449, 0.78268987, -3.0067503, -2.7327406, 1.8523897, 2.3985665, -0.25260976, -2.8111827, 3.1095374]",[],[],"[0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]"
5,48,adversary_2,3508,active,"[0.9973465204238892, -0.07280033826828003, 0.8700770139694214, -0.8134214878082275, -0.3358707129955292, 1.761492371559143, -0.03168908506631851, -0.031517915427684784, -2.0164027214050293, -0.3007753789424896, -1.7828378677368164, -0.7902331352233887, -0.40589746832847595, 1.2620664834976196, -0.36093851923942566, 0.2709484100341797, 0.19266608357429504, -0.08942929655313492, -2.1801412105560303, -0.7684001922607422, -1.6674810647964478, 0.020935652777552605, 0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]","[0.0, 0.0, 1.0, 0.6315346509218216, 0.0]",,,,"[0.9973465204238892, -0.07280033826828003]","[0.8700770139694214, -0.8134214878082275]","[1.7932274, 0.044694263, 2.0387118, 1.9501228, 1.3257318, 0.4513199, 0.21240956, 2.3115914, 1.6676124]","[1.7592087, -2.3589027, -2.99352, -2.7243707, 1.8819621, 2.4976583, -0.43457296, -2.802733, 3.129038]",[],[],"[0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]"
5,48,adversary_3,3508,active,"[0.311714768409729, 0.12094207853078842, -1.146325707435608, -1.1141968965530396, 1.6805319786071777, 2.062267780303955, 1.9847135543823242, 0.26925745606422424, 2.0164027214050293, 0.3007753789424896, 0.23356477916240692, -0.48945775628089905, 1.610505223274231, 1.5628418922424316, 1.6554641723632812, 0.5717238187789917, 2.209068775177002, 0.2113460898399353, -0.1637383997440338, -0.46762481331825256, 0.34892159700393677, 0.3217110335826874, 0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]","[0.0, 0.0, 1.0, 0.0, 1.0]",,,,"[0.311714768409729, 0.12094207853078842]","[-1.146325707435608, -1.1141968965530396]","[2.6602888, 2.0028949, 2.0387118, 0.5423296, 2.2441485, 1.751408, 2.2191558, 0.49546263, 0.47459906]","[0.88703877, 0.1348424, 0.14807259, -1.1255618, 0.7703794, 0.33253127, 0.09538172, -1.9076039, 0.744846]",[],[],"[0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]"
5,48,adversary_4,3508,active,"[-0.6997396349906921, -0.032600387930870056, -0.912760853767395, -1.6036546230316162, 1.4469672441482544, 2.551725387573242, 1.7511488199234009, 0.7587152123451233, 1.7828378677368164, 0.7902331352233887, -0.23356477916240692, 0.48945775628089905, 1.3769404888153076, 2.052299737930298, 1.421899437904358, 1.0611815452575684, 1.9755040407180786, 0.700803816318512, -0.39730319380760193, 0.021832948550581932, 0.11535680294036865, 0.8111687898635864, 0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]","[0.0, 1.0, 0.0, 0.0, 0.0823051929473877]",,,,"[-0.6997396349906921, -0.032600387930870056]","[-0.912760853767395, -1.6036546230316162]","[2.933431, 1.9084473, 1.9501228, 0.5423296, 2.4714165, 1.7742333, 2.0961256, 0.39790264, 0.8193302]","[1.0549538, 0.4088521, 0.4172219, 2.0160306, 0.979851, 0.64113706, 0.34089735, 3.086695, 1.4295329]",[],[],"[0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]"
5,48,agent_0,3508,non-active,"[0.09712280333042145, -0.255873441696167, 0.4641795754432678, 0.4486450254917145, 0.07002674043178558, 0.4994257986545563, 0.37420839071273804, -1.2935844659805298, 0.40589746832847595, -1.2620664834976196, -1.610505223274231, -1.5628418922424316, -1.3769404888153076, -2.052299737930298, 0.04495895653963089, -0.9911181330680847, 0.598563551902771, -1.3514958620071411, -1.7742435932159424, -2.0304667949676514, -1.261583685874939, -1.2411308288574219, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]","[0.0, -1.0, 0.08632044499902931, 0.0, 0.0]",,,,"[0.09712280333042145, -0.255873441696167]","[0.4641795754432678, 0.4486450254917145]","[0.50431126, 1.3466227, 1.3257318, 2.2441485, 2.4714165, 0.9921373, 1.4781135, 2.6964302, 1.7697455]","[1.43149, -1.2892029, -1.2596306, -2.3712132, -2.1617417, -1.5254656, -1.153871, -2.2889524, -2.3643665]",[],[],"[0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]"
5,48,agent_1,3508,non-active,"[0.0038776900619268417, 0.0, 0.5091385245323181, -0.5424730777740479, 0.025067787617444992, 1.4905439615249634, 0.32924941182136536, -0.30246633291244507, 0.36093851923942566, -0.2709484100341797, -1.6554641723632812, -0.5717238187789917, -1.421899437904358, -1.0611815452575684, -0.04495895653963089, 0.9911181330680847, 0.5536046028137207, -0.3603777289390564, -1.8192025423049927, -1.0393486022949219, -1.3065426349639893, -0.25001275539398193, 0.09712280333042145, -0.255873441696167, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]","[0.0, -1.0, 0.08632044499902931, 0.0, 0.0]",,,,"[0.0038776900619268417, 0.0]","[0.5091385245323181, -0.5424730777740479]","[1.4907548, 0.4470918, 0.4513199, 1.751408, 1.7742333, 0.9921373, 0.66056806, 2.0951715, 1.3302481]","[1.55398, -0.74302614, -0.6439346, -2.8090613, -2.5004556, 1.6161271, -0.5770539, -2.6225276, -2.9525237]",[],[],"[0.09712280333042145, -0.255873441696167, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]"
5,48,agent_2,3508,non-active,"[0.9029327034950256, 0.008837126195430756, 1.062743067741394, -0.9028508067131042, -0.5285367965698242, 1.850921630859375, -0.22435517609119415, 0.057911381125450134, -0.19266608357429504, 0.08942929655313492, -2.209068775177002, -0.2113460898399353, -1.9755040407180786, -0.700803816318512, -0.598563551902771, 1.3514958620071411, -0.5536046028137207, 0.3603777289390564, -2.372807264328003, -0.6789708733558655, -1.86014723777771, 0.11036495119333267, 0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]","[0.0, -1.0, 0.0, 0.0, 0.0]",,,,"[0.9029327034950256, 0.008837126195430756]","[1.062743067741394, -0.9028508067131042]","[1.9249058, 0.23170881, 0.21240956, 2.2191558, 2.0961256, 1.4781135, 0.66056806, 2.4680388, 1.8634185]","[1.8489472, 2.8889828, 2.7070198, -3.046211, -2.8006954, 1.9877216, 2.5645387, -2.8628933, 3.0823307]",[],[],"[0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, -0.2449454367160797, -0.06418373435735703, 1.0099033117294312, 0.2655642628669739]"
5,48,agent_3,3508,non-active,"[-0.2449454367160797, -0.06418373435735703, -1.3100640773773193, -1.5818216800689697, 1.8442703485488892, 2.5298924446105957, 2.148452043533325, 0.7368822693824768, 2.1801412105560303, 0.7684001922607422, 0.1637383997440338, 0.46762481331825256, 0.39730319380760193, -0.021832948550581932, 1.7742435932159424, 2.0304667949676514, 1.8192025423049927, 1.0393486022949219, 2.372807264328003, 0.6789708733558655, 0.5126599669456482, 0.7893358469009399, 0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, 1.0099033117294312, 0.2655642628669739]","[0.0, -1.0, 0.0, 0.0, 0.0]",,,,"[-0.2449454367160797, -0.06418373435735703]","[-1.3100640773773193, -1.5818216800689697]","[3.130765, 2.2713084, 2.3115914, 0.49546263, 0.39790264, 2.6964302, 2.0951715, 2.4680388, 0.9412074]","[0.9408767, 0.33040985, 0.33885962, 1.2339888, -0.054897632, 0.85264033, 0.519065, 0.27869934, 0.9947849]",[],[],"[0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, 1.0099033117294312, 0.2655642628669739]"
5,48,agent_4,3508,non-active,"[1.0099033117294312, 0.2655642628669739, -0.7974040508270264, -0.7924858331680298, 1.3316104412078857, 1.7405567169189453, 1.6357920169830322, -0.05245356634259224, 1.6674810647964478, -0.020935652777552605, -0.34892159700393677, -0.3217110335826874, -0.11535680294036865, -0.8111687898635864, 1.261583685874939, 1.2411308288574219, 1.3065426349639893, 0.25001275539398193, 1.86014723777771, -0.11036495119333267, -0.5126599669456482, -0.7893358469009399, 0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703]","[0.0, -1.0, 0.5187731980245618, 0.0, 0.0]",0.0,False,False,"[1.0099033117294312, 0.2655642628669739]","[-0.7974040508270264, -0.7924858331680298]","[2.1915119, 1.6366328, 1.6676124, 0.47459906, 0.8193302, 1.7697455, 1.3302481, 1.8634185, 0.9412074]","[0.9177335, -0.03205518, -0.012554598, -2.3967466, -1.7120597, 0.7772261, 0.18906888, -0.05926184, -2.146808]",[],[],"[0.09712280333042145, -0.255873441696167, 0.0038776900619268417, 0.0, 0.9029327034950256, 0.008837126195430756, -0.2449454367160797, -0.06418373435735703]"
5,49,adversary_0,3508,active,"[-0.18040871620178223, -0.8778125643730164, 0.5184831619262695, 0.8710291385650635, 0.31592756509780884, -1.811151385307312, 0.45132848620414734, -1.6917307376861572, -1.6336374282836914, -1.973131775856018, -1.5012180805206299, -2.4779438972473145, -0.04459134116768837, -0.4479714632034302, -0.008956896141171455, -1.4135022163391113, 0.6345531940460205, -1.772996187210083, -1.8530417680740356, -2.4592692852020264, -1.2148969173431396, -1.6369585990905762, 0.1073702797293663, -0.19190508127212524, 0.03743644431233406, 0.0, 0.6771995425224304, 0.006627844646573067, -0.1837090700864792, -0.04813779890537262, 0.9649367332458496, 0.1991732120513916]","[0.0, 0.14857644215226173, 0.0, 1.0, 0.0]",,,,"[-0.18040871620178223, -0.8778125643730164]","[0.5184831619262695, 0.8710291385650635]","[1.8384993, 1.7508998, 2.561644, 2.8972163, 0.45018533, 1.4135306, 1.8831286, 3.0792482, 2.0385308]","[-1.3980993, -1.3100834, -2.2623441, -2.115493, -1.6700101, -1.5771329, -1.2271022, -2.2165291, -2.2092655]",[],[],"[0.1073702797293663, -0.19190508127212524, 0.03743644431233406, 0.0, 0.6771995425224304, 0.006627844646573067, -0.1837090700864792, -0.04813779890537262, 0.9649367332458496, 0.1991732120513916]"
5,49,adversary_1,3508,active,"[-0.2905820310115814, -0.9568501114845276, 0.8344107270240784, -0.9401221871376038, -0.31592756509780884, 1.811151385307312, 0.1354009360074997, 0.11942068487405777, -1.9495649337768555, -0.16198045015335083, -1.817145586013794, -0.6667924523353577, -0.3605189025402069, 1.3631799221038818, -0.32488447427749634, 0.3976491391658783, 0.31862562894821167, 0.03815513476729393, -2.1689693927764893, -0.6481178402900696, -1.5308245420455933, 0.17419280111789703, 0.1073702797293663, -0.19190508127212524, 0.03743644431233406, 0.0, 0.6771995425224304, 0.006627844646573067, -0.1837090700864792, -0.04813779890537262, 0.9649367332458496, 0.1991732120513916]","[0.0, 0.0, 1.0, 0.0, 0.17834947630763054]",,,,"[-0.2905820310115814, -0.9568501114845276]","[0.8344107270240784, -0.9401221871376038]","[1.8384993, 0.18054006, 1.9562825, 1.9356215, 1.4100473, 0.5134927, 0.32090202, 2.2637324, 1.5407034]","[1.7434934, 0.72276866, -3.0586977, -2.7899024, 1.8293458, 2.2558253, 0.1191816, -2.8512244, 3.0282898]",[],[],"[0.1073702797293663, -0.19190508127212524, 0.03743644431233406, 0.0, 0.6771995425224304, 0.006627844646573067, -0.1837090700864792, -0.04813779890537262, 0.9649367332458496, 0.1991732120513916]"
5,49,adversary_2,3508,active,"[0.9635136127471924, 0.2676592469215393, 0.9698116779327393, -0.820701539516449, -0.45132848620414734, 1.6917307376861572, -0.1354009360074997, -0.11942068487405777, -2.084965944290161, -0.281401127576828, -1.95254647731781, -0.7862131595611572, -0.4959198534488678, 1.2437591552734375, -0.46028539538383484, 0.2782284617424011, 0.18322470784187317, -0.08126555383205414, -2.304370403289795, -0.7675385475158691, -1.6662254333496094, 0.054772112518548965, 0.1073702797293663, -0.19190508127212524, 0.03743644431233406, 0.0, 0.6771995425224304, 0.006627844646573067, -0.1837090700864792, -0.04813779890537262, 0.9649367332458496, 0.1991732120513916]","[0.0, 0.0, 1.0, 0.6081596463918686, 0.0]",,,,"[0.9635136127471924, 0.2676592469215393]","[0.9698116779327393, -0.820701539516449]","[1.7508998, 0.18054006, 2.1038702, 2.1048915, 1.3389822, 0.53784174, 0.20043798, 2.428835, 1.6671255]","[1.8315092, -2.418824, -3.0074365, -2.7587948, 1.9502045, 2.5978932, -0.41746014, -2.8200705, 3.1087325]",[],[],"[0.1073702797293663, -0.19190508127212524, 0.03743644431233406, 0.0, 0.6771995425224304, 0.006627844646573067, -0.1837090700864792, -0.04813779890537262, 0.9649367332458496, 0.1991732120513916]"
