game,number_of_game_type,game_type,round,agent,seed,observation,action,reward,termination,truncation,self_vel,self_pos,angles_to_pursuers,angles_to_evaders,velocities_of_evaders,velocities_of_pursuers,distances_to_landmarks,angles_to_landmarks,other_agent_velocities,distances_to_evaders,distances_to_pursuers,value_function,interception_point,is_evader_capture
2,1,Pursuers: 3 vs Evaders: 2,50,agent_0,9566,"[-4.400923785397026e-07, 1.1103395536338212e-06, 0.5732288360595703, 0.3514806032180786, -2.263841390609741, 0.023823529481887817, -5.912695407867432, 0.37902528047561646, -5.331067085266113, 0.09146429598331451, -4.677487373352051, -0.2419699728488922, -0.9506492018699646, -3.8840133242956654e-07]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[-4.4009238e-07  1.1103396e-06],[0.57322884 0.3514806 ],"[3.1310697, 3.0775766, 3.1244376]",[],[],"[array([-0.00023739,  0.        ], dtype=float32), array([-1.,  0.], dtype=float32), array([-1.,  0.], dtype=float32)]","[2.2639668, 5.924832, 5.3318515]","[3.1310697, 3.0775766, 3.1244376]",[-9.5064920e-01 -3.8840133e-07],[],"[2.2639666, 5.924832, 5.3318515]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,[]
2,1,Pursuers: 3 vs Evaders: 2,50,agent_1,9566,"[-0.9506492018699646, -3.8840133242956654e-07, -4.1042585372924805, 0.109510637819767, 2.4136459827423096, 0.26579350233078003, -1.2352079153060913, 0.620995283126831, -0.653579831123352, 0.33343425393104553, 4.677487373352051, 0.2419699728488922, -4.400923785397026e-07, 1.1103395536338212e-06]","[0.0, 0.6127645595748131, -1.0, 0.0, 0.0]",,,,[-9.5064920e-01 -3.8840133e-07],[-4.1042585   0.10951064],"[0.10967923, 2.675751, 2.669845]",[],[],"[array([-0.00023739,  0.        ], dtype=float32), array([-1.,  0.], dtype=float32), array([-1.,  0.], dtype=float32)]","[2.4282367, 1.3825244, 0.73371994]","[0.109679244, 2.675751, 2.6698453]",[-4.4009238e-07  1.1103396e-06],[],"[2.428237, 1.3825245, 0.7337199]","{(0.40503862500190735, 0.37530413269996643, 0.0): 0.0, (-0.715394139289856, 0.7305058836936951, 0.0): 0.0, (-0.1337660253047943, 0.4429449141025543, 0.0): 0.0, (0.6220078468322754, 0.25218579173088074, 0.0): 0.0, (0.980977475643158, 0.19676506519317627, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,1,adversary_0,2929,"[0.0, 0.0, -0.5461840629577637, -0.48096784949302673, 0.23354652523994446, -0.28367725014686584, -0.0633116066455841, 1.3727959394454956, 1.1964633464813232, -0.38484975695610046, 0.34156137704849243, 1.3905932903289795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.35779909679183564, 1.0, 0.0, 0.0]",,,,[0. 0.],[-0.54618406 -0.48096785],"[0.0, -0.88201904]","[1.6168824, -0.3112045, 1.3299416]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[0.36744627, 1.3742551]","[-0.88201904, 1.6168823]",[0. 0. 0. 0. 0. 0.],"[1.3742551, 1.2568349, 1.4319266]","[0.0, 0.36744627]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
3,1,Pursuers: 2 vs Evaders: 3,1,adversary_1,2929,"[0.0, 0.0, -0.3126375377178192, -0.7646450996398926, -0.23354652523994446, 0.28367725014686584, -0.29685813188552856, 1.656473159790039, 0.9629168510437012, -0.10117249935865402, 0.10801485180854797, 1.674270510673523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, -0.15674038846326763, 0.0, 0.0]",,,,[0. 0.],[-0.31263754 -0.7646451 ],"[2.2595737, 0.0]","[1.7481248, -0.104684696, 1.506371]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[0.36744627, 1.6828631]","[2.2595737, 1.7481248]",[0. 0. 0. 0. 0. 0.],"[1.6828631, 0.96821725, 1.6777512]","[0.36744627, 0.0]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
3,1,Pursuers: 2 vs Evaders: 3,1,agent_0,2929,"[0.0, 0.0, -0.6094956994056702, 0.8918280601501465, 0.0633116066455841, -1.3727959394454956, 0.29685813188552856, -1.656473159790039, 1.2597750425338745, -1.7576457262039185, 0.40487298369407654, 0.017797347158193588, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[0. 0.],[-0.6094957   0.89182806],"[-1.5247102, -1.3934678]",[],[],"[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[1.3742551, 1.6828631]","[-1.5247102, -1.3934678]",[0. 0. 0. 0.],[],"[1.3742551, 1.6828631]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,1,agent_1,2929,"[0.0, 0.0, 0.6502793431282043, -0.8658176064491272, -1.1964633464813232, 0.38484975695610046, -0.9629168510437012, 0.10117249935865402, -1.2597750425338745, 1.7576457262039185, -0.8549020290374756, 1.7754430770874023, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, -0.2612339807721132, 0.0, 0.0]",,,,[0. 0.],[ 0.65027934 -0.8658176 ],"[2.830388, 3.036908]",[],[],"[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[1.2568349, 0.96821725]","[2.830388, 3.036908]",[0. 0. 0. 0.],[],"[1.2568349, 0.96821725]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,1,agent_2,2929,"[0.0, 0.0, -0.20462270081043243, 0.9096254110336304, -0.34156137704849243, -1.3905932903289795, -0.10801485180854797, -1.674270510673523, -0.40487298369407654, -0.017797347158193588, 0.8549020290374756, -1.7754430770874023, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.5963318279863933, 1.0, 0.0, 0.0]",-0.0962540824952518,False,False,[0. 0.],[-0.2046227  0.9096254],"[-1.811651, -1.6352216]",[],[],"[array([0., 0.], dtype=float32), array([0., 0.], dtype=float32)]","[1.4319266, 1.6777512]","[-1.811651, -1.6352216]",[0. 0. 0. 0.],[],"[1.4319266, 1.6777512]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",[ 0.43655383 -0.42195685],[]
3,1,Pursuers: 2 vs Evaders: 3,2,adversary_0,2929,"[0.19266027212142944, 0.0, -0.5461840629577637, -0.48096784949302673, 0.23354652523994446, -0.28367725014686584, -0.0633116066455841, 1.3727959394454956, 1.1964633464813232, -0.38484975695610046, 0.34156137704849243, 1.3905932903289795, -0.0, -0.0, -0.4000000059604645, 0.0, 0.1614672690629959, 0.0]","[0.0, 0.35779909679183564, 1.0, 0.0, 0.0]",,,,[0.19266027 0.        ],[-0.54618406 -0.48096785],"[0.0, -0.88201904]","[1.6168824, -0.3112045, 1.3299416]","[array([-0., -0.], dtype=float32), array([-0.4,  0. ], dtype=float32), array([0.16146727, 0.        ], dtype=float32)]","[array([0.19266027, 0.        ], dtype=float32), array([-0.3, -0. ], dtype=float32)]","[0.36744627, 1.3742551]","[-0.88201904, 1.6168823]",[-0.         -0.         -0.4         0.          0.16146727  0.        ],"[1.3742551, 1.2568349, 1.4319266]","[0.0, 0.36744627]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
3,1,Pursuers: 2 vs Evaders: 3,2,adversary_1,2929,"[-0.30000001192092896, -0.0, -0.3126375377178192, -0.7646450996398926, -0.23354652523994446, 0.28367725014686584, -0.29685813188552856, 1.656473159790039, 0.9629168510437012, -0.10117249935865402, 0.10801485180854797, 1.674270510673523, -0.0, -0.0, -0.4000000059604645, 0.0, 0.1614672690629959, 0.0]","[0.0, 1.0, -0.15674038846326763, 0.0, 0.0]",,,,[-0.3 -0. ],[-0.31263754 -0.7646451 ],"[2.2595737, 0.0]","[1.7481248, -0.104684696, 1.506371]","[array([-0., -0.], dtype=float32), array([-0.4,  0. ], dtype=float32), array([0.16146727, 0.        ], dtype=float32)]","[array([0.19266027, 0.        ], dtype=float32), array([-0.3, -0. ], dtype=float32)]","[0.36744627, 1.6828631]","[2.2595737, 1.7481248]",[-0.         -0.         -0.4         0.          0.16146727  0.        ],"[1.6828631, 0.96821725, 1.6777512]","[0.36744627, 0.0]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
3,1,Pursuers: 2 vs Evaders: 3,2,agent_0,2929,"[-0.0, -0.0, -0.6094956994056702, 0.8918280601501465, 0.0633116066455841, -1.3727959394454956, 0.29685813188552856, -1.656473159790039, 1.2597750425338745, -1.7576457262039185, 0.40487298369407654, 0.017797347158193588, -0.4000000059604645, 0.0, 0.1614672690629959, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[-0. -0.],[-0.6094957   0.89182806],"[-1.5247102, -1.3934678]",[],[],"[array([0.19266027, 0.        ], dtype=float32), array([-0.3, -0. ], dtype=float32)]","[1.3742551, 1.6828631]","[-1.5247102, -1.3934678]",[-0.4         0.          0.16146727  0.        ],[],"[1.3742551, 1.6828631]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,2,agent_1,2929,"[-0.4000000059604645, 0.0, 0.6502793431282043, -0.8658176064491272, -1.1964633464813232, 0.38484975695610046, -0.9629168510437012, 0.10117249935865402, -1.2597750425338745, 1.7576457262039185, -0.8549020290374756, 1.7754430770874023, -0.0, -0.0, 0.1614672690629959, 0.0]","[0.0, 1.0, -0.2612339807721132, 0.0, 0.0]",,,,[-0.4  0. ],[ 0.65027934 -0.8658176 ],"[2.830388, 3.036908]",[],[],"[array([0.19266027, 0.        ], dtype=float32), array([-0.3, -0. ], dtype=float32)]","[1.2568349, 0.96821725]","[2.830388, 3.036908]",[-0.         -0.          0.16146727  0.        ],[],"[1.2568349, 0.96821725]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,2,agent_2,2929,"[0.1614672690629959, 0.0, -0.20462270081043243, 0.9096254110336304, -0.34156137704849243, -1.3905932903289795, -0.10801485180854797, -1.674270510673523, -0.40487298369407654, -0.017797347158193588, 0.8549020290374756, -1.7754430770874023, -0.0, -0.0, -0.4000000059604645, 0.0]","[0.0, 0.5963318279863933, 1.0, 0.0, 0.0]",-0.0962540824952518,False,False,[0.16146727 0.        ],[-0.2046227  0.9096254],"[-1.811651, -1.6352216]",[],[],"[array([0.19266027, 0.        ], dtype=float32), array([-0.3, -0. ], dtype=float32)]","[1.4319266, 1.6777512]","[-1.811651, -1.6352216]",[-0.  -0.  -0.4  0. ],[],"[1.4319266, 1.6777512]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",[ 0.43655383 -0.42195685],[]
3,1,Pursuers: 2 vs Evaders: 3,3,adversary_0,2929,"[0.33715546131134033, 0.0, -0.5269180536270142, -0.48096784949302673, 0.18428049981594086, -0.28367725014686584, -0.08257763087749481, 1.3727959394454956, 1.1371973752975464, -0.38484975695610046, 0.3384420871734619, 1.3905932903289795, -0.0, -0.0, -0.699999988079071, 0.0, 0.28256770968437195, 0.0]","[0.0, 0.3547150531117227, 1.0, 0.0, 0.0]",,,,[0.33715546 0.        ],[-0.52691805 -0.48096785],"[0.0, -0.994693]","[1.6308768, -0.3263211, 1.3320582]","[array([-0., -0.], dtype=float32), array([-0.7,  0. ], dtype=float32), array([0.2825677, 0.       ], dtype=float32)]","[array([0.33715546, 0.        ], dtype=float32), array([-0.525, -0.   ], dtype=float32)]","[0.3382781, 1.3752773]","[-0.994693, 1.6308768]",[-0.        -0.        -0.7        0.         0.2825677  0.       ],"[1.3752773, 1.2005528, 1.4311857]","[0.0, 0.3382781]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
3,1,Pursuers: 2 vs Evaders: 3,3,adversary_1,2929,"[-0.5249999761581421, -0.0, -0.3426375389099121, -0.7646450996398926, -0.18428049981594086, 0.28367725014686584, -0.26685813069343567, 1.656473159790039, 0.9529168605804443, -0.10117249935865402, 0.15416157245635986, 1.674270510673523, -0.0, -0.0, -0.699999988079071, 0.0, 0.28256770968437195, 0.0]","[0.0, 1.0, -0.15836699977386048, 0.0, 0.0]",,,,[-0.525 -0.   ],[-0.34263754 -0.7646451 ],"[2.1468997, 0.0]","[1.7305242, -0.10577513, 1.4789784]","[array([-0., -0.], dtype=float32), array([-0.7,  0. ], dtype=float32), array([0.2825677, 0.       ], dtype=float32)]","[array([0.33715546, 0.        ], dtype=float32), array([-0.525, -0.   ], dtype=float32)]","[0.3382781, 1.6778309]","[2.1468997, 1.7305241]",[-0.        -0.        -0.7        0.         0.2825677  0.       ],"[1.6778309, 0.95827264, 1.6813529]","[0.3382781, 0.0]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
3,1,Pursuers: 2 vs Evaders: 3,3,agent_0,2929,"[-0.0, -0.0, -0.6094956994056702, 0.8918280601501465, 0.08257763087749481, -1.3727959394454956, 0.26685813069343567, -1.656473159790039, 1.2197749614715576, -1.7576457262039185, 0.42101970314979553, 0.017797347158193588, -0.699999988079071, 0.0, 0.28256770968437195, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[-0. -0.],[-0.6094957   0.89182806],"[-1.5107158, -1.4110686]",[],[],"[array([0.33715546, 0.        ], dtype=float32), array([-0.525, -0.   ], dtype=float32)]","[1.3752773, 1.6778309]","[-1.5107158, -1.4110686]",[-0.7        0.         0.2825677  0.       ],[],"[1.3752773, 1.6778309]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,3,agent_1,2929,"[-0.699999988079071, 0.0, 0.6102793216705322, -0.8658176064491272, -1.1371973752975464, 0.38484975695610046, -0.9529168605804443, 0.10117249935865402, -1.2197749614715576, 1.7576457262039185, -0.7987552881240845, 1.7754430770874023, -0.0, -0.0, 0.28256770968437195, 0.0]","[0.0, 1.0, -0.2639449996231014, 0.0, 0.0]",,,,[-0.7  0. ],[ 0.6102793 -0.8658176],"[2.8152716, 3.0358176]",[],[],"[array([0.33715546, 0.        ], dtype=float32), array([-0.525, -0.   ], dtype=float32)]","[1.2005528, 0.9582726]","[2.8152716, 3.0358176]",[-0.        -0.         0.2825677  0.       ],[],"[1.2005528, 0.95827264]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,3,agent_2,2929,"[0.28256770968437195, 0.0, -0.18847596645355225, 0.9096254110336304, -0.3384420871734619, -1.3905932903289795, -0.15416157245635986, -1.674270510673523, -0.42101970314979553, -0.017797347158193588, 0.7987552881240845, -1.7754430770874023, -0.0, -0.0, -0.699999988079071, 0.0]","[0.0, 0.591191755186205, 1.0, 0.0, 0.0]",-0.0962540824952518,False,False,[0.2825677 0.       ],[-0.18847597  0.9096254 ],"[-1.8095344, -1.6626143]",[],[],"[array([0.33715546, 0.        ], dtype=float32), array([-0.525, -0.   ], dtype=float32)]","[1.4311857, 1.6813529]","[-1.8095344, -1.6626143]",[-0.  -0.  -0.7  0. ],[],"[1.4311857, 1.6813529]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",[ 0.40655382 -0.42195685],[]
3,1,Pursuers: 2 vs Evaders: 3,4,adversary_0,2929,"[0.4464520812034607, 0.0, -0.4932025074958801, -0.48096784949302673, 0.09806495159864426, -0.28367725014686584, -0.11629318445920944, 1.3727959394454956, 1.0334818363189697, -0.38484975695610046, 0.3329832851886749, 1.3905932903289795, -0.0, -0.0, -0.925000011920929, 0.0, 0.3754490911960602, 0.0]","[0.0, 0.34930645717056663, 1.0, 0.0, 0.0]",,,,[0.44645208 0.        ],[-0.4932025  -0.48096785],"[0.0, -1.2379645]","[1.6553072, -0.35647324, 1.3357675]","[array([-0., -0.], dtype=float32), array([-0.925,  0.   ], dtype=float32), array([0.3754491, 0.       ], dtype=float32)]","[array([0.44645208, 0.        ], dtype=float32), array([-0.69375, -0.     ], dtype=float32)]","[0.30014914, 1.3777128]","[-1.2379645, 1.6553072]",[-0.        -0.        -0.925      0.         0.3754491  0.       ],"[1.3777128, 1.1028119, 1.4299048]","[0.0, 0.30014914]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
3,1,Pursuers: 2 vs Evaders: 3,4,adversary_1,2929,"[-0.6937500238418579, -0.0, -0.3951375484466553, -0.7646450996398926, -0.09806495159864426, 0.28367725014686584, -0.2143581360578537, 1.656473159790039, 0.9354168772697449, -0.10117249935865402, 0.23491834104061127, 1.674270510673523, -0.0, -0.0, -0.925000011920929, 0.0, 0.3754490911960602, 0.0]","[0.0, 1.0, -0.1612958172953211, 0.0, 0.0]",,,,[-0.69375 -0.     ],[-0.39513755 -0.7646451 ],"[1.9036281, 0.0]","[1.6994876, -0.10773886, 1.4313955]","[array([-0., -0.], dtype=float32), array([-0.925,  0.   ], dtype=float32), array([0.3754491, 0.       ], dtype=float32)]","[array([0.44645208, 0.        ], dtype=float32), array([-0.69375, -0.     ], dtype=float32)]","[0.30014914, 1.6702852]","[1.9036281, 1.6994876]",[-0.        -0.        -0.925      0.         0.3754491  0.       ],"[1.6702852, 0.94087225, 1.690671]","[0.30014914, 0.0]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
3,1,Pursuers: 2 vs Evaders: 3,4,agent_0,2929,"[-0.0, -0.0, -0.6094956994056702, 0.8918280601501465, 0.11629318445920944, -1.3727959394454956, 0.2143581360578537, -1.656473159790039, 1.1497750282287598, -1.7576457262039185, 0.44927647709846497, 0.017797347158193588, -0.925000011920929, 0.0, 0.3754490911960602, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,[-0. -0.],[-0.6094957   0.89182806],"[-1.4862854, -1.4421052]",[],[],"[array([0.44645208, 0.        ], dtype=float32), array([-0.69375, -0.     ], dtype=float32)]","[1.3777128, 1.6702852]","[-1.4862854, -1.4421052]",[-0.925      0.         0.3754491  0.       ],[],"[1.3777128, 1.6702852]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,4,agent_1,2929,"[-0.925000011920929, 0.0, 0.5402793288230896, -0.8658176064491272, -1.0334818363189697, 0.38484975695610046, -0.9354168772697449, 0.10117249935865402, -1.1497750282287598, 1.7576457262039185, -0.7004985213279724, 1.7754430770874023, -0.0, -0.0, 0.3754490911960602, 0.0]","[0.0, 1.0, -0.26882636215886857, 0.0, 0.0]",,,,[-0.925  0.   ],[ 0.5402793 -0.8658176],"[2.7851195, 3.0338538]",[],[],"[array([0.44645208, 0.        ], dtype=float32), array([-0.69375, -0.     ], dtype=float32)]","[1.1028119, 0.94087225]","[2.7851195, 3.0338538]",[-0.        -0.         0.3754491  0.       ],[],"[1.1028119, 0.94087225]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,[]
3,1,Pursuers: 2 vs Evaders: 3,4,agent_2,2929,"[0.3754490911960602, 0.0, -0.160219207406044, 0.9096254110336304, -0.3329832851886749, -1.3905932903289795, -0.23491834104061127, -1.674270510673523, -0.44927647709846497, -0.017797347158193588, 0.7004985213279724, -1.7754430770874023, -0.0, -0.0, -0.925000011920929, 0.0]","[0.0, 0.582177428617611, 1.0, 0.0, 0.0]",-0.0962540824952518,False,False,[0.3754491 0.       ],[-0.1602192  0.9096254],"[-1.8058251, -1.7101971]",[],[],"[array([0.44645208, 0.        ], dtype=float32), array([-0.69375, -0.     ], dtype=float32)]","[1.4299048, 1.690671]","[-1.8058251, -1.7101971]",[-0.    -0.    -0.925  0.   ],[],"[1.4299048, 1.690671]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",[ 0.35405382 -0.42195685],[]
3,1,Pursuers: 2 vs Evaders: 3,5,adversary_0,2929,"[0.5300471186637878, 0.0, -0.4485572874546051, -0.48096784949302673, -0.015955258160829544, -0.28367725014686584, -0.16093839704990387, 1.3727959394454956, 0.8963366150856018, -0.38484975695610046, 0.32588300108909607, 1.3905932903289795, -0.0, -0.0, -1.09375, 0.0, 0.44871583580970764, 0.0]","[0.0, 0.342249848767197, 1.0, 0.0, 0.0]",,,,[0.5300471 0.       ],[-0.4485573  -0.48096785],"[0.0, -1.6269816]","[1.6874976, -0.40555656, 1.3406022]","[array([-0., -0.], dtype=float32), array([-1.09375,  0.     ], dtype=float32), array([0.44871584, 0.        ], dtype=float32)]","[array([0.5300471, 0.       ], dtype=float32), array([-0.8203125, -0.       ], dtype=float32)]","[0.2841256, 1.3821975]","[-1.6269816, 1.6874976]",[-0.         -0.         -1.09375     0.          0.44871584  0.        ],"[1.3821975, 0.97546333, 1.428268]","[0.0, 0.2841256]","{(-0.5461840629577637, -0.48096784949302673, 0.0): 0.0, (-0.3126375377178192, -0.7646450996398926, 0.0): 0.0, (-0.6094956994056702, 0.8918280601501465, 0.0): 0.0, (0.6502793431282043, -0.8658176064491272, 0.0): 0.0, (-0.20462270081043243, 0.9096254110336304, 0.0): 0.0}",,"[False, False, False]"
